id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
2946.0,5.1,0.29,0.28,8.3,0.026,27.0,107.0,0.99308,3.36,0.37,11.0,0.0
3708.0,7.7,0.35,0.46,11.8,0.088,61.0,183.0,0.99786,2.86,0.47,9.0,1.0
3868.0,6.0,0.22,0.25,11.1,0.056,112.0,177.0,0.9961,3.08,0.36,9.4,0.0
4688.0,6.7,0.16,0.32,12.5,0.035,18.0,156.0,0.99666,2.88,0.36,9.0,0.0
3577.0,7.3,0.23,0.27,2.6,0.035,39.0,120.0,0.99138,3.04,0.59,11.3,1.0
4055.0,6.8,0.3,0.27,11.6,0.028,22.0,97.0,0.99314,2.96,0.38,11.7,0.0
1844.0,6.1,0.34,0.46,4.7,0.029,21.0,94.0,0.991,3.29,0.62,12.3,0.0
3540.0,7.8,0.28,0.25,3.4,0.024,27.0,99.0,0.98959,2.98,0.37,13.0,1.0
1748.0,8.0,0.27,0.24,1.2,0.044,20.0,102.0,0.9929,3.28,0.42,10.9,1.0
2888.0,8.5,0.22,0.34,0.7,0.04,5.0,25.0,0.9918,3.04,0.37,10.5,1.0
2678.0,7.1,0.31,0.17,1.0,0.042,21.0,144.0,0.99304,3.13,0.4,9.6,1.0
2178.0,7.6,0.32,0.58,16.75,0.05,43.0,163.0,0.9999,3.15,0.54,9.2,1.0
3951.0,6.3,0.33,0.2,17.9,0.066,36.0,161.0,0.9991,3.14,0.51,8.8,0.0
954.0,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,1.0
3452.0,8.0,0.24,0.48,6.8,0.047,13.0,134.0,0.99616,3.23,0.7,10.0,1.0
4137.0,7.4,0.31,0.26,8.6,0.048,47.0,206.0,0.9964,3.26,0.36,9.1,1.0
475.0,7.0,0.24,0.51,11.0,0.029,55.0,227.0,0.9965,3.03,0.61,9.5,1.0
1818.0,6.0,0.26,0.29,1.0,0.032,27.0,96.0,0.9896,3.38,0.44,12.3,0.0
1864.0,7.1,0.25,0.3,2.4,0.042,25.0,122.0,0.994,3.43,0.61,10.5,1.0
3819.0,5.1,0.35,0.26,6.8,0.034,36.0,120.0,0.99188,3.38,0.4,11.5,0.0
540.0,6.7,0.31,0.31,9.9,0.04,10.0,175.0,0.9953,3.46,0.55,11.4,0.0
715.0,6.2,0.21,0.27,1.7,0.038,41.0,150.0,0.9933,3.49,0.71,10.5,0.0
200.0,6.8,0.27,0.26,16.1,0.049,55.0,196.0,0.9984,3.15,0.5,9.3,0.0
234.0,7.2,0.23,0.38,14.3,0.058,55.0,194.0,0.9979,3.09,0.44,9.0,1.0
2287.0,6.7,0.43,0.23,5.0,0.157,49.0,145.0,0.99471,3.17,0.49,9.4,0.0
3387.0,7.6,0.36,0.49,11.3,0.046,87.0,221.0,0.9984,3.01,0.43,9.2,1.0
4111.0,5.5,0.21,0.25,1.2,0.04,18.0,75.0,0.99006,3.31,0.56,11.3,0.0
2227.0,7.7,0.27,0.61,12.0,0.046,64.0,179.0,0.9982,3.07,0.46,8.9,1.0
3730.0,6.2,0.22,0.2,20.8,0.035,58.0,184.0,1.00022,3.11,0.53,9.0,0.0
14.0,8.3,0.42,0.62,19.25,0.04,41.0,172.0,1.0002,2.98,0.67,9.7,1.0
3561.0,7.0,0.48,0.12,4.5,0.05,23.0,86.0,0.99398,2.86,0.35,9.0,1.0
3920.0,7.4,0.25,0.37,2.6,0.05,24.0,132.0,0.99138,3.04,0.53,11.2,1.0
2247.0,6.1,0.15,0.29,6.2,0.046,39.0,151.0,0.99471,3.6,0.44,10.6,0.0
398.0,5.9,0.26,0.27,18.2,0.048,52.0,168.0,0.9993,3.35,0.44,9.4,0.0
2824.0,7.2,0.26,0.4,6.3,0.047,52.0,172.0,0.99573,3.18,0.53,9.5,1.0
1944.0,6.0,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,0.0
1139.0,9.0,0.31,0.49,6.9,0.034,26.0,91.0,0.9937,2.99,0.34,11.5,1.0
1171.0,8.2,0.61,0.45,5.4,0.03,15.0,118.0,0.9954,3.14,0.34,9.6,1.0
3897.0,7.0,0.24,0.3,12.3,0.035,72.0,172.0,0.9954,2.99,0.57,10.4,1.0
3014.0,7.0,0.45,0.34,19.8,0.04,12.0,67.0,0.9976,3.07,0.38,11.0,1.0
1547.0,6.7,0.3,0.49,4.8,0.034,36.0,158.0,0.9945,3.12,0.45,9.9,0.0
91.0,6.1,0.27,0.43,7.5,0.049,65.0,243.0,0.9957,3.12,0.47,9.0,0.0
4436.0,6.7,0.28,0.28,4.5,0.051,14.0,92.0,0.99224,3.36,0.58,11.9,0.0
1908.0,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,1.0
2922.0,6.5,0.44,0.47,5.45,0.014,44.0,137.0,0.98984,3.13,0.32,13.0,0.0
214.0,6.2,0.25,0.25,1.4,0.03,35.0,105.0,0.9912,3.3,0.44,11.1,0.0
1111.0,8.0,0.18,0.37,1.3,0.04,15.0,96.0,0.9912,3.06,0.61,12.1,1.0
716.0,7.7,0.42,0.31,9.2,0.048,22.0,221.0,0.9969,3.06,0.61,9.2,1.0
1343.0,6.6,0.25,0.31,12.4,0.059,52.0,181.0,0.9984,3.51,0.47,9.8,0.0
3864.0,6.6,0.39,0.22,4.0,0.038,17.0,98.0,0.99018,3.25,0.53,13.0,0.0
1878.0,8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57,8.7,1.0
770.0,6.8,0.12,0.31,5.2,0.045,29.0,120.0,0.9942,3.41,0.46,9.8,0.0
3125.0,7.4,0.23,0.38,8.6,0.052,41.0,150.0,0.99534,3.06,0.46,10.3,1.0
748.0,6.9,0.18,0.38,8.1,0.049,44.0,176.0,0.9958,3.3,0.54,9.8,0.0
2555.0,6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.99066,3.13,0.72,11.2,0.0
530.0,6.4,0.1,0.35,4.9,0.048,31.0,103.0,0.9947,3.43,0.79,9.7,0.0
2815.0,6.6,0.36,0.24,0.9,0.038,15.0,72.0,0.99066,3.23,0.39,11.0,0.0
3855.0,5.9,0.18,0.29,4.6,0.032,68.0,137.0,0.99159,3.21,0.38,11.3,0.0
1734.0,6.9,0.16,0.3,9.6,0.057,50.0,185.0,0.9978,3.39,0.38,9.6,0.0
3483.0,6.1,0.36,0.26,8.15,0.035,14.0,88.0,0.99031,3.06,0.27,13.0,0.0
4622.0,6.5,0.5,0.22,4.1,0.036,35.0,131.0,0.9902,3.26,0.55,13.0,0.0
4108.0,6.7,0.28,0.42,3.5,0.035,43.0,105.0,0.99021,3.18,0.38,12.2,0.0
4049.0,6.8,0.16,0.36,1.3,0.034,32.0,98.0,0.99058,3.02,0.58,11.3,0.0
3366.0,6.2,0.3,0.21,1.1,0.032,31.0,111.0,0.9889,2.97,0.42,12.2,0.0
3643.0,6.8,0.19,0.33,4.9,0.047,42.0,130.0,0.99283,3.12,0.56,11.0,0.0
897.0,7.0,0.29,0.26,1.6,0.044,12.0,87.0,0.9923,3.08,0.46,10.5,1.0
145.0,6.3,0.255,0.37,1.1,0.04,37.0,114.0,0.9905,3.0,0.39,10.9,0.0
4544.0,5.8,0.28,0.3,3.9,0.026,36.0,105.0,0.98963,3.26,0.58,12.75,0.0
4599.0,6.5,0.16,0.33,1.0,0.027,23.0,75.0,0.9908,3.3,0.39,11.4,0.0
4227.0,5.2,0.2,0.27,3.2,0.047,16.0,93.0,0.99235,3.44,0.53,10.1,0.0
2992.0,6.6,0.2,0.27,10.9,0.038,29.0,130.0,0.99496,3.11,0.44,10.5,0.0
99.0,6.0,0.34,0.66,15.9,0.046,26.0,164.0,0.9979,3.14,0.5,8.8,0.0
4423.0,6.2,0.22,0.28,2.2,0.04,24.0,125.0,0.9917,3.19,0.48,10.5,0.0
3334.0,6.6,0.425,0.25,2.35,0.034,23.0,87.0,0.99082,3.05,0.41,11.4,0.0
4556.0,6.1,0.2,0.4,1.9,0.028,32.0,138.0,0.9914,3.26,0.72,11.7,0.0
3698.0,6.3,0.22,0.34,1.2,0.036,32.0,96.0,0.98961,3.06,0.74,11.6,0.0
3953.0,8.4,0.22,0.3,1.3,0.038,45.0,122.0,0.99178,3.13,0.54,10.8,1.0
936.0,6.4,0.43,0.32,1.4,0.048,10.0,67.0,0.992,3.08,0.41,11.4,0.0
665.0,7.8,0.28,0.22,1.4,0.056,24.0,130.0,0.9944,3.28,0.48,9.5,1.0
1345.0,7.3,0.39,0.37,1.1,0.043,36.0,113.0,0.991,3.39,0.48,12.7,1.0
2084.0,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,1.0
3050.0,6.2,0.255,0.24,1.7,0.039,138.5,272.0,0.99452,3.53,0.53,9.6,0.0
1393.0,5.7,0.135,0.3,4.6,0.042,19.0,101.0,0.9946,3.31,0.42,9.3,0.0
2046.0,8.3,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,9.3,1.0
4656.0,6.0,0.29,0.41,10.8,0.048,55.0,149.0,0.9937,3.09,0.59,10.9666666666667,0.0
2330.0,7.5,0.38,0.29,12.7,0.05,25.0,209.0,0.9986,3.25,0.59,9.3,1.0
2738.0,6.9,0.615,0.42,12.0,0.067,24.0,131.0,0.99727,3.19,0.34,9.3,0.0
3673.0,5.4,0.3,0.3,1.2,0.029,25.0,93.0,0.98742,3.31,0.4,13.6,0.0
943.0,6.9,0.48,0.36,3.5,0.03,31.0,135.0,0.9904,3.14,0.38,12.2,0.0
3211.0,8.2,0.3,0.44,12.4,0.043,52.0,154.0,0.99452,3.04,0.33,12.0,1.0
1035.0,8.8,0.17,0.38,1.8,0.04,39.0,148.0,0.9942,3.16,0.67,10.2,1.0
1538.0,6.0,0.17,0.49,1.0,0.034,26.0,106.0,0.992,3.21,0.42,9.8,0.0
2660.0,6.7,0.33,0.34,6.6,0.067,35.0,156.0,0.99542,3.11,0.48,9.3,0.0
1941.0,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,0.0
2523.0,8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.99306,3.22,0.41,11.6,1.0
3975.0,6.1,0.24,0.26,1.7,0.033,61.0,134.0,0.9903,3.19,0.81,11.9,0.0
3578.0,6.7,0.22,0.22,1.2,0.038,5.0,124.0,0.99098,3.1,0.37,11.2,0.0
995.0,7.8,0.27,0.34,1.6,0.046,27.0,154.0,0.9927,3.05,0.45,10.5,1.0
2971.0,7.3,0.26,0.24,1.7,0.05,10.0,112.0,0.99286,3.11,0.43,9.9,1.0
1507.0,7.8,0.26,0.74,7.5,0.044,59.0,160.0,0.996,3.22,0.64,10.0,1.0
2391.0,6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.99453,3.13,0.7,10.1,0.0
1907.0,7.9,0.37,0.3,2.7,0.029,64.0,158.0,0.9916,3.12,0.59,12.0,1.0
2887.0,6.4,0.2,0.28,2.5,0.032,24.0,84.0,0.99168,3.31,0.55,11.5,0.0
2979.0,6.7,0.36,0.26,7.9,0.034,39.0,123.0,0.99119,2.99,0.3,12.2,0.0
4577.0,6.3,0.15,0.34,11.4,0.05,25.0,96.0,0.99754,3.21,0.49,10.0,0.0
3847.0,6.4,0.32,0.23,16.2,0.055,36.0,176.0,0.9986,3.26,0.54,9.1,0.0
1585.0,7.3,0.3,0.74,13.5,0.039,46.0,165.0,0.9982,3.02,0.4,8.7,1.0
956.0,7.5,0.32,0.26,1.8,0.042,13.0,133.0,0.9938,3.07,0.38,9.5,1.0
2924.0,6.6,0.22,0.29,14.4,0.046,39.0,118.0,0.99834,3.05,0.5,9.1,0.0
4207.0,6.1,0.25,0.3,1.2,0.036,42.0,107.0,0.991,3.34,0.56,10.8,0.0
4659.0,6.6,0.25,0.25,1.3,0.04,28.0,85.0,0.98984,2.87,0.48,11.2,0.0
3110.0,6.7,0.24,0.46,2.2,0.033,19.0,111.0,0.99045,3.1,0.62,11.9,0.0
1008.0,6.6,0.22,0.37,1.2,0.059,45.0,199.0,0.993,3.37,0.55,10.3,0.0
3196.0,6.4,0.22,0.38,9.1,0.044,35.0,127.0,0.99326,2.97,0.3,11.0,0.0
2650.0,7.0,0.34,0.39,6.9,0.066,43.0,162.0,0.99561,3.11,0.53,9.5,1.0
1967.0,8.0,0.23,0.35,9.2,0.044,53.0,186.0,0.997,3.09,0.56,9.5,1.0
2770.0,6.4,0.44,0.44,14.4,0.048,29.0,228.0,0.99955,3.26,0.54,8.8,0.0
2492.0,6.1,0.28,0.24,19.95,0.074,32.0,174.0,0.99922,3.19,0.44,9.3,0.0
867.0,7.8,0.18,0.46,12.6,0.042,41.0,143.0,1.0,3.24,0.76,8.5,1.0
732.0,8.8,0.28,0.45,6.0,0.022,14.0,49.0,0.9934,3.01,0.33,11.1,1.0
2291.0,8.6,0.17,0.28,2.7,0.047,38.0,150.0,0.99365,3.1,0.56,10.8,1.0
4523.0,6.7,0.18,0.25,14.3,0.048,79.0,149.0,0.9975,3.12,0.37,9.7,0.0
1857.0,8.9,0.34,0.34,1.6,0.056,13.0,176.0,0.9946,3.14,0.47,9.7,1.0
3582.0,6.3,0.32,0.32,1.5,0.037,12.0,76.0,0.98993,3.3,0.46,12.3,0.0
4288.0,7.0,0.2,0.33,4.7,0.03,25.0,76.0,0.99202,2.88,0.54,10.5,1.0
2422.0,6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.99771,3.56,0.72,9.2,0.0
1939.0,6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,0.0
3743.0,7.0,0.15,0.28,14.7,0.051,29.0,149.0,0.99792,2.96,0.39,9.0,1.0
2383.0,6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.9929,3.28,0.53,11.0,0.0
3044.0,6.0,0.27,0.3,14.7,0.044,15.0,144.0,0.99666,3.12,0.53,10.3,0.0
110.0,6.5,0.17,0.54,8.5,0.082,64.0,163.0,0.9959,2.89,0.39,8.8,0.0
1220.0,6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11.0,0.0
3077.0,6.2,0.25,0.38,7.9,0.045,54.0,208.0,0.99572,3.17,0.46,9.1,0.0
177.0,5.9,0.23,0.3,12.9,0.054,57.0,170.0,0.9972,3.28,0.39,9.4,0.0
4786.0,4.4,0.32,0.39,4.3,0.03,31.0,127.0,0.98904,3.46,0.36,12.8,0.0
969.0,5.5,0.42,0.09,1.6,0.019,18.0,68.0,0.9906,3.33,0.51,11.4,0.0
18.0,7.4,0.34,0.42,1.1,0.033,17.0,171.0,0.9917,3.12,0.53,11.3,1.0
1821.0,7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,3.07,0.38,10.9,1.0
2475.0,7.4,0.56,0.09,1.5,0.071,19.0,117.0,0.99496,3.22,0.53,9.8,1.0
4889.0,4.9,0.235,0.27,11.75,0.03,34.0,118.0,0.9954,3.07,0.5,9.4,0.0
4546.0,6.5,0.2,0.31,2.1,0.033,32.0,95.0,0.989435,2.96,0.61,12.0,0.0
4869.0,6.6,0.24,0.33,10.1,0.032,8.0,81.0,0.99626,3.19,0.51,9.8,0.0
1739.0,8.4,0.29,0.29,1.05,0.032,4.0,55.0,0.9908,2.91,0.32,11.4,1.0
3880.0,6.0,0.28,0.24,17.8,0.047,42.0,111.0,0.99896,3.1,0.45,8.9,0.0
1741.0,7.7,0.38,0.4,2.0,0.038,28.0,152.0,0.9906,3.18,0.32,12.9,1.0
112.0,7.2,0.31,0.5,13.3,0.056,68.0,195.0,0.9982,3.01,0.47,9.2,1.0
3778.0,6.3,0.15,0.3,1.4,0.022,38.0,100.0,0.99099,3.42,0.57,11.4,0.0
28.0,7.4,0.27,0.48,1.1,0.047,17.0,132.0,0.9914,3.19,0.49,11.6,1.0
2830.0,6.6,0.22,0.34,11.6,0.05,59.0,140.0,0.99526,3.22,0.4,10.8,0.0
11.0,8.6,0.23,0.4,4.2,0.035,17.0,109.0,0.9947,3.14,0.53,9.7,1.0
4717.0,4.8,0.225,0.38,1.2,0.074,47.0,130.0,0.99132,3.31,0.4,10.3,0.0
2952.0,6.1,0.27,0.25,1.8,0.041,9.0,109.0,0.9929,3.08,0.54,9.0,0.0
2114.0,7.7,0.23,0.31,10.7,0.038,59.0,186.0,0.9969,3.12,0.55,9.5,1.0
951.0,7.6,0.22,0.34,9.7,0.035,26.0,143.0,0.9965,3.08,0.49,9.8,1.0
3386.0,6.1,0.28,0.27,4.7,0.03,56.0,140.0,0.99042,3.16,0.42,12.5,0.0
1065.0,8.3,0.22,0.38,14.8,0.054,32.0,126.0,1.0002,3.22,0.5,9.7,1.0
401.0,6.8,0.37,0.51,11.8,0.044,62.0,163.0,0.9976,3.19,0.44,8.8,0.0
4473.0,7.1,0.36,0.2,1.6,0.271,24.0,140.0,0.99356,3.11,0.63,9.8,1.0
4113.0,6.1,0.17,0.29,1.1,0.041,32.0,92.0,0.99036,3.26,0.57,11.2,0.0
3109.0,6.9,0.3,0.36,4.5,0.054,31.0,203.0,0.99513,3.4,0.57,10.4,0.0
827.0,7.4,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48,12.5,1.0
2647.0,5.8,0.15,0.28,0.8,0.037,43.0,127.0,0.99198,3.24,0.51,9.3,0.0
3902.0,6.1,0.22,0.38,2.8,0.144,12.0,65.0,0.9908,2.95,0.64,11.4,0.0
2620.0,6.5,0.28,0.28,20.4,0.041,40.0,144.0,1.0002,3.14,0.38,8.7,0.0
3589.0,6.8,0.19,0.71,17.5,0.042,21.0,114.0,0.99784,2.85,0.5,9.5,0.0
1090.0,8.3,0.21,0.58,17.1,0.049,62.0,213.0,1.0006,3.01,0.51,9.3,1.0
358.0,10.0,0.2,0.39,1.4,0.05,19.0,152.0,0.994,3.0,0.42,10.4,1.0
317.0,6.6,0.24,0.35,7.7,0.031,36.0,135.0,0.9938,3.19,0.37,10.5,0.0
2096.0,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,0.0
818.0,6.2,0.3,0.17,2.8,0.04,24.0,125.0,0.9939,3.01,0.46,9.0,0.0
1317.0,7.0,0.15,0.34,1.4,0.039,21.0,177.0,0.9927,3.32,0.62,10.8,1.0
4326.0,7.4,0.38,0.34,8.3,0.052,44.0,168.0,0.99627,3.11,0.52,9.2,1.0
1840.0,6.9,0.18,0.33,1.0,0.054,24.0,164.0,0.9926,3.42,0.51,10.5,0.0
3732.0,7.5,0.28,0.41,1.3,0.044,11.0,126.0,0.99293,3.28,0.45,10.3,1.0
2235.0,6.9,0.44,0.42,8.5,0.048,10.0,147.0,0.9974,3.32,0.46,9.5,0.0
3239.0,6.6,0.34,0.24,3.3,0.034,29.0,99.0,0.99031,3.1,0.4,12.3,0.0
1668.0,7.9,0.18,0.33,1.2,0.033,20.0,72.0,0.9922,3.12,0.38,10.5,1.0
3660.0,5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,0.0
2707.0,6.5,0.23,0.36,16.3,0.038,43.0,133.0,0.99924,3.26,0.41,8.8,0.0
537.0,7.4,0.25,0.36,13.2,0.067,53.0,178.0,0.9976,3.01,0.48,9.0,1.0
1506.0,8.1,0.2,0.49,8.1,0.051,51.0,205.0,0.9954,3.1,0.52,11.0,1.0
4763.0,5.3,0.4,0.25,3.9,0.031,45.0,130.0,0.99072,3.31,0.58,11.75,0.0
39.0,7.3,0.24,0.39,17.95,0.057,45.0,149.0,0.9999,3.21,0.36,8.6,1.0
1704.0,6.7,0.31,0.42,6.4,0.057,25.0,148.0,0.9955,3.16,0.45,9.6,0.0
1285.0,7.8,0.16,0.41,1.7,0.026,29.0,140.0,0.991,3.02,0.78,12.5,1.0
4574.0,6.2,0.2,0.26,9.7,0.03,39.0,102.0,0.9908,3.08,0.56,12.9,0.0
553.0,7.0,0.3,0.51,13.6,0.05,40.0,168.0,0.9976,3.07,0.52,9.6,1.0
478.0,7.1,0.55,0.13,1.7,0.073,21.0,165.0,0.994,2.97,0.58,9.2,1.0
2458.0,7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.99692,3.07,0.58,9.6,1.0
3063.0,6.2,0.25,0.54,7.0,0.046,58.0,176.0,0.99454,3.19,0.7,10.4,0.0
3016.0,7.0,0.13,0.37,12.85,0.042,36.0,105.0,0.99581,3.05,0.55,10.7,1.0
2270.0,7.3,0.19,0.25,1.4,0.051,41.0,107.0,0.99382,3.53,0.66,10.5,1.0
122.0,7.4,0.16,0.31,6.85,0.059,31.0,131.0,0.9952,3.29,0.34,9.7,1.0
3252.0,7.1,0.26,0.37,5.5,0.025,31.0,105.0,0.99082,3.06,0.33,12.6,1.0
2389.0,6.8,0.46,0.26,2.7,0.042,28.0,83.0,0.99114,3.38,0.51,12.0,0.0
219.0,7.5,0.23,0.36,7.0,0.036,43.0,161.0,0.9938,3.04,0.32,11.0,1.0
2797.0,6.8,0.35,0.53,10.1,0.053,37.0,151.0,0.9963,3.07,0.4,9.4,0.0
2030.0,9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,1.0
4318.0,6.3,0.41,0.22,7.3,0.035,23.0,117.0,0.99172,3.2,0.39,11.94,0.0
4511.0,6.1,0.27,0.32,1.1,0.034,24.0,110.0,0.9898,3.36,0.4,12.5,0.0
81.0,7.1,0.2,0.34,16.0,0.05,51.0,166.0,0.9985,3.21,0.6,9.2,1.0
1133.0,8.7,0.22,0.42,2.3,0.053,27.0,114.0,0.994,2.99,0.43,10.0,1.0
4824.0,6.4,0.23,0.35,10.3,0.042,54.0,140.0,0.9967,3.23,0.47,9.2,0.0
1722.0,7.5,0.4,1.0,19.5,0.041,33.0,148.0,0.9977,3.24,0.38,12.0,1.0
2631.0,6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,0.0
4494.0,7.5,0.24,0.29,1.1,0.046,34.0,84.0,0.9902,3.04,0.39,11.45,1.0
4289.0,6.6,0.26,0.27,11.8,0.048,28.0,112.0,0.99606,2.87,0.49,9.7,0.0
4029.0,6.1,0.28,0.3,7.75,0.031,33.0,139.0,0.99296,3.22,0.46,11.0,0.0
3430.0,7.1,0.17,0.4,14.55,0.047,47.0,156.0,0.99945,3.34,0.78,9.1,1.0
2182.0,6.6,0.32,0.27,10.9,0.041,37.0,146.0,0.9963,3.24,0.47,10.0,0.0
4425.0,6.1,0.22,0.5,6.6,0.045,30.0,122.0,0.99415,3.22,0.49,9.9,0.0
2449.0,6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.99394,3.45,0.63,10.6,0.0
3613.0,7.0,0.16,0.25,14.3,0.044,27.0,149.0,0.998,2.91,0.46,9.2,1.0
2625.0,4.5,0.19,0.21,0.95,0.033,89.0,159.0,0.99332,3.34,0.42,8.0,0.0
1633.0,7.4,0.19,0.49,6.7,0.037,15.0,110.0,0.9938,3.2,0.38,11.0,1.0
1969.0,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,0.0
3301.0,5.6,0.12,0.33,2.9,0.044,21.0,73.0,0.98896,3.17,0.32,12.9,0.0
3296.0,6.6,0.28,0.42,8.2,0.044,60.0,196.0,0.99562,3.14,0.48,9.4,0.0
102.0,6.0,0.21,0.24,12.1,0.05,55.0,164.0,0.997,3.34,0.39,9.4,0.0
193.0,6.6,0.15,0.34,5.1,0.055,34.0,125.0,0.9942,3.36,0.42,9.6,0.0
2356.0,7.1,0.34,0.32,2.0,0.051,29.0,130.0,0.99354,3.3,0.5,10.4,1.0
3345.0,6.8,0.18,0.24,9.8,0.058,64.0,188.0,0.9952,3.13,0.51,10.6,0.0
4801.0,6.4,0.105,0.29,1.1,0.035,44.0,140.0,0.99142,3.17,0.55,10.7,0.0
2474.0,6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.99076,3.32,0.44,11.1,0.0
1354.0,7.8,0.13,0.3,1.8,0.04,43.0,179.0,0.9955,3.43,0.41,9.0,1.0
2534.0,6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.99207,3.17,0.46,10.7,0.0
2167.0,7.4,0.19,0.3,12.8,0.053,48.5,229.0,0.9986,3.14,0.49,9.1,1.0
3274.0,6.1,0.22,0.31,1.4,0.039,40.0,129.0,0.99193,3.45,0.59,10.9,0.0
3597.0,6.6,0.19,0.28,11.8,0.042,54.0,137.0,0.99492,3.18,0.37,10.8,0.0
3419.0,6.1,0.3,0.3,2.1,0.031,50.0,163.0,0.9895,3.39,0.43,12.7,0.0
3362.0,7.2,0.22,0.28,7.2,0.06,41.0,132.0,0.9935,3.08,0.59,11.3,1.0
299.0,6.7,0.17,0.5,2.1,0.043,27.0,122.0,0.9923,3.15,0.45,10.3,0.0
3399.0,5.6,0.32,0.33,7.4,0.037,25.0,95.0,0.99268,3.25,0.49,11.1,0.0
1493.0,8.0,0.34,0.49,9.0,0.033,39.0,180.0,0.9936,3.13,0.38,12.3,1.0
3772.0,6.3,0.24,0.29,13.7,0.035,53.0,134.0,0.99567,3.17,0.38,10.6,0.0
1489.0,7.9,0.16,0.74,17.85,0.037,52.0,187.0,0.9998,2.99,0.41,9.3,1.0
3944.0,6.1,0.27,0.32,6.2,0.048,47.0,161.0,0.99281,3.22,0.6,11.0,0.0
2451.0,6.6,0.56,0.15,10.0,0.037,38.0,157.0,0.99642,3.28,0.52,9.4,0.0
3532.0,7.2,0.23,0.46,6.4,0.036,17.0,85.0,0.99279,3.1,0.78,11.7,1.0
2640.0,7.4,0.2,0.37,1.2,0.028,28.0,89.0,0.99132,3.14,0.61,11.8,1.0
1353.0,6.7,0.18,0.3,6.4,0.048,40.0,251.0,0.9956,3.29,0.52,10.0,0.0
3144.0,6.2,0.23,0.36,17.2,0.039,37.0,130.0,0.99946,3.23,0.43,8.8,0.0
4308.0,6.2,0.26,0.29,2.0,0.036,16.0,87.0,0.99081,3.33,0.61,11.8,0.0
1466.0,6.9,0.19,0.49,6.6,0.036,49.0,172.0,0.9932,3.2,0.27,11.5,0.0
4162.0,7.4,0.16,0.3,13.7,0.056,33.0,168.0,0.99825,2.9,0.44,8.7,1.0
4782.0,6.7,0.3,0.5,12.1,0.045,38.0,127.0,0.9974,3.04,0.53,8.9,0.0
3092.0,7.6,0.27,0.52,3.2,0.043,28.0,152.0,0.99129,3.02,0.53,11.4,1.0
4408.0,5.7,0.29,0.16,7.9,0.044,48.0,197.0,0.99512,3.21,0.36,9.4,0.0
1167.0,7.4,0.23,0.43,1.4,0.044,22.0,113.0,0.9938,3.22,0.62,10.6,1.0
3695.0,6.4,0.15,0.4,1.3,0.053,61.0,146.0,0.99112,3.17,0.68,11.0,0.0
97.0,8.6,0.265,0.36,1.2,0.034,15.0,80.0,0.9913,2.95,0.36,11.4,1.0
3008.0,5.0,0.3,0.33,3.7,0.03,54.0,173.0,0.9887,3.36,0.3,13.0,0.0
1252.0,5.6,0.245,0.32,1.1,0.047,24.0,152.0,0.9927,3.12,0.42,9.3,0.0
2414.0,6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.99773,3.53,0.71,9.2,0.0
2311.0,7.0,0.22,0.26,2.8,0.036,44.0,132.0,0.99078,3.34,0.41,12.0,1.0
3403.0,8.8,0.27,0.25,5.0,0.024,52.0,99.0,0.9925,2.87,0.49,11.4,1.0
4221.0,6.3,0.28,0.34,8.1,0.038,44.0,129.0,0.99248,3.26,0.29,12.1,0.0
804.0,7.3,0.32,0.34,6.6,0.032,24.0,112.0,0.99505,3.22,0.46,9.8,1.0
3691.0,7.4,0.22,0.26,8.8,0.027,23.0,112.0,0.9931,2.98,0.41,11.4,1.0
